Gene,pearson
FXR2,0.05821
ZBTB11,0.05821
TEX30,0.05823
ATP5I,0.05823
SPDYE4,0.05825
PAK7,0.05825
ANKRD62,0.05828
ZNF821,0.05828
BRINP3,0.05829
PPM1K,0.05833
TSKS,0.05833
MZT2A,0.05834
ASF1A,0.05834
INTS10,0.05836
CCDC149,0.05837
C1orf228,0.05837
FAM169A,0.05837
SPECC1L,0.05839
RBMXL1,0.05841
SNX4,0.05841
EXD1,0.05841
ST3GAL4,0.05842
RFFL,0.05851
CSN2,0.05851
C1orf52,0.05853
MARCH7,0.05854
POU3F1,0.05854
HRC,0.05856
LGI4,0.05857
CEACAM16,0.05862
LPXN,0.05862
THADA,0.05862
FAM110D,0.05863
C3orf52,0.05863
FGFR1OP,0.05868
PIGL,0.05869
DAZAP2,0.05871
CCDC53,0.05871
ASPRV1,0.05872
KHDRBS2,0.05874
APOA1,0.05875
ZRANB3,0.05875
LNX1,0.05875
RTP3,0.0588
LIPG,0.0588
SLMAP,0.05882
LMNB2,0.05882
SALL1,0.05884
KRTAP12-3,0.05885
PPP1R9A,0.05885
TMCO5A,0.05886
ZNF330,0.05889
IQGAP2,0.0589
CLYBL,0.05892
INO80E,0.05894
KCNH6,0.05894
TSPAN32,0.05896
EIF2A,0.05896
KIF20B,0.05898
FGR,0.059
DDX42,0.05903
GJB4,0.05903
TSPAN1,0.05905
SHISA5,0.05905
RAB3B,0.05909
BAHD1,0.05912
CRYBA2,0.05914
SNX3,0.05914
KCNK3,0.0592
KRTAP4-2,0.0592
C20orf202,0.05921
PSPN,0.05923
LRRC56,0.05923
CPNE7,0.05924
BFSP1,0.05927
TMEM63A,0.0593
CELSR2,0.05932
DTX2,0.05933
ZFC3H1,0.05934
SUN3,0.05936
ASL,0.05936
HNF1B,0.05937
LCN10,0.05938
CAMP,0.05938
FAM178B,0.05939
ZDHHC18,0.05941
GLP2R,0.05943
DHX57,0.05948
SLC39A5,0.05948
FUT4,0.05948
GPR137B,0.0595
CEP85,0.05951
WDR53,0.05951
SERINC4,0.05953
SAR1B,0.05958
CCDC136,0.05961
TFF2,0.05963
B3GNT6,0.05963
SF3B5,0.05966
CTDNEP1,0.05966
DNAH2,0.05967
HSD3B1,0.05969
ZNF250,0.05969
UNC13A,0.0597
ZNF395,0.05971
HOXA3,0.05971
GPR37L1,0.05974
NANP,0.05974
HABP2,0.05979
SLC6A11,0.0598
SAG,0.05982
PLK1,0.05983
ADAT1,0.05983
TRIM22,0.05986
UGT1A7,0.05986
CYP26A1,0.05988
SRP72,0.05996
CCDC60,0.05996
ZHX1,0.05998
CD37,0.06
SCNN1D,0.06002
TTPAL,0.06002
KLHL10,0.06004
TPBG,0.06005
PELI3,0.06005
CTHRC1,0.06015
C7,0.06016
BEST4,0.06016
ISOC1,0.06018
LTA4H,0.06018
TMOD4,0.06019
S100A2,0.0602
ZSWIM5,0.06021
FAM107A,0.06022
NMUR1,0.06025
CRYGC,0.06026
DVL3,0.06026
DCN,0.06031
PRODH,0.06033
FAM81B,0.06033
CPNE9,0.06035
TRPM5,0.06036
DAB2,0.06039
HEMGN,0.06044
TNS1,0.06046
MLLT4,0.06047
PYGM,0.06048
GRIN3A,0.06049
C17orf107,0.06049
CDK5RAP2,0.06053
PLA2G7,0.06055
LTK,0.06057
EFTUD2,0.06058
EDN1,0.06062
RTKN,0.06064
WBP2NL,0.0607
SP140L,0.0607
SLC2A12,0.06071
NUP107,0.06072
PSMD2,0.06074
PRSS55,0.0608
SSR1,0.0608
NT5C1A,0.06082
ATP6V1F,0.06082
RCE1,0.06082
ARIH2OS,0.06084
ATP12A,0.06085
ANKLE1,0.06089
RP1L1,0.06089
ATF7IP2,0.0609
CYP26B1,0.0609
HOXD11,0.06091
PRR14,0.06093
CCDC39,0.06093
LRRC8B,0.06109
PTX3,0.06109
CAMK1G,0.06109
GABBR2,0.0611
DMRTA2,0.06114
PREP,0.06117
TRIM39,0.06119
TSPAN13,0.06119
CTNND2,0.0612
CNBD2,0.0612
SQSTM1,0.0612
RAD54L,0.06121
GTF2I,0.06122
JOSD1,0.06125
RIN3,0.06127
THSD1,0.06134
HSPB6,0.06134
STXBP5L,0.06136
RNF114,0.06137
HPS3,0.06137
TTLL9,0.06139
PRKCE,0.06139
CHRM3,0.0614
SEMA5A,0.06146
FBXL22,0.06146
P4HTM,0.06146
DLL1,0.06148
CORO6,0.06149
BTN1A1,0.06151
GIGYF2,0.06154
TMCO6,0.06155
DGKE,0.06155
GPT2,0.06156
CRB1,0.06159
CCDC14,0.06162
BCKDHB,0.06162
DOCK7,0.06163
MCIDAS,0.06163
OC90,0.06163
MTAP,0.06163
CAV1,0.06164
MED1,0.06164
CST1,0.06167
ST18,0.06169
PODN,0.06172
WAPAL,0.06177
IL13,0.06177
SMG6,0.06177
CD276,0.06178
PTPRZ1,0.06179
CLIC3,0.0618
ZFYVE21,0.0618
ASB3,0.06181
LMO2,0.06183
TP53I11,0.06185
RAB43,0.06185
GPR55,0.06188
VSIG8,0.0619
JARID2,0.06194
SLC5A1,0.06198
HIST1H4C,0.062
SEC62,0.062
PNMAL2,0.06203
FAM170A,0.06204
KAT6A,0.06205
CADM2,0.06208
PDK2,0.06209
WDHD1,0.06209
SIT1,0.06211
PLSCR5,0.06211
SALL2,0.06212
APOB,0.06215
KIF26A,0.06218
PF4,0.06218
GBP3,0.06218
HBZ,0.06219
MELK,0.0622
ASB5,0.0622
ETV5,0.0622
ZHX2,0.06221
SLC16A13,0.06223
HECW2,0.06224
GPR31,0.06224
NCKAP1,0.06226
ANO4,0.06227
NUP155,0.06228
XRN1,0.0623
PPT1,0.0623
AKAP13,0.0623
ADORA2B,0.0623
PAPSS2,0.06232
CMYA5,0.06233
MRGPRX1,0.06234
LPCAT2,0.06236
CACTIN,0.06238
FZD1,0.06239
AMER3,0.06239
TNKS1BP1,0.06245
DNAJB14,0.06248
MROH7,0.06248
FGF10,0.06249
FYTTD1,0.06249
NKX2-1,0.06251
SEPT9,0.06251
SLC31A2,0.06252
NKX1-2,0.06252
TMEM184A,0.06254
VWA1,0.06255
EDC3,0.06256
HPCAL1,0.06266
DPPA3,0.06276
CCRN4L,0.0628
FAM177A1,0.06282
SHBG,0.06282
DUSP27,0.06282
METTL13,0.06283
NCOA6,0.06287
CRMP1,0.06288
GFRA3,0.06291
PRR7,0.06294
HOXD12,0.06296
RHOBTB1,0.06296
SLC25A17,0.06297
PI4K2A,0.06298
PLGRKT,0.06299
COLGALT2,0.06299
TSPAN15,0.06301
HOXC12,0.06301
NR2F1,0.06301
METTL10,0.06302
C19orf24,0.06303
SELL,0.06304
SCAF1,0.06305
PACSIN1,0.06306
FBXO43,0.06308
FAM213B,0.06309
ZNF517,0.0631
PITX2,0.06312
PIWIL2,0.06315
FXYD6-FXYD2,0.06315
LAMB1,0.06317
ZKSCAN8,0.06318
CDON,0.06321
ZNF101,0.06325
WFDC12,0.06328
ANKRD61,0.06328
RLF,0.06329
TMEM200C,0.06332
NAGPA,0.06333
TEPP,0.06333
HTR7,0.06334
TFG,0.06334
ERP29,0.0634
OGFR,0.06342
ITGA3,0.06346
CALML3,0.06348
RIC8A,0.06352
KRTAP10-10,0.06355
ZBTB22,0.06359
S1PR5,0.0636
CDC40,0.06363
WDFY4,0.06363
NCOA1,0.06363
TIPIN,0.06365
WNT7B,0.06367
GAS7,0.06368
FDCSP,0.06368
AAED1,0.06373
KIDINS220,0.06374
DRD4,0.06376
NRG3,0.06378
AKT1S1,0.06379
TERT,0.06386
ZBTB2,0.06386
RGS2,0.06388
MARCH2,0.06388
THRSP,0.06389
GLRB,0.06391
TUBB4A,0.06391
ADNP2,0.06395
FAM83A,0.06398
YIF1A,0.064
B3GAT2,0.06405
MYH6,0.06406
QSER1,0.06408
SGPP1,0.0641
TRMT1L,0.06411
SLC15A1,0.06412
FAM91A1,0.06414
C2orf73,0.06415
TPST2,0.06417
ZNF524,0.06419
SLC4A10,0.0642
ITFG2,0.06423
MAPRE3,0.06424
OBSCN,0.06427
SEC23B,0.06428
YPEL2,0.0643
CACNA1S,0.0643
CBLN4,0.06431
EIF1,0.06433
TCF7L1,0.06433
SH3BP5,0.06434
SLC44A2,0.06434
NFKBID,0.06435
SPHK1,0.06436
SBNO1,0.06436
TMPRSS15,0.0644
PPARG,0.0644
AUNIP,0.06442
GREM2,0.0645
DNAJC1,0.06455
SEPT11,0.06455
NFATC2,0.06457
ASCL5,0.06458
ELP6,0.06461
GPX7,0.06463
MSI1,0.06465
SEMA4G,0.06465
SPATA6L,0.06468
CERS4,0.06469
STX6,0.06469
SYT9,0.0647
CA6,0.0647
GPC6,0.06473
MTURN,0.06473
PIK3CG,0.06473
C4orf45,0.06474
ITGB2,0.06475
PKHD1,0.06478
RNF41,0.06478
TIGD7,0.06479
SLC25A31,0.06481
OTOP1,0.06483
NUAK1,0.06485
NT5C2,0.06486
CD151,0.06486
ITIH4,0.06487
IRX2,0.0649
PTAFR,0.06493
PCNX,0.06493
RIPK3,0.06493
DNAJC17,0.06497
IL17D,0.06499
SVIP,0.06499
SYNJ2,0.065
PRSS1,0.065
RBM20,0.06501
CPED1,0.06503
ARHGEF40,0.06503
FAM209A,0.06504
EIF2B2,0.06506
C1QC,0.06507
DHRS4,0.06509
HCN1,0.06511
KRT19,0.06513
SERPIND1,0.06514
FAM154A,0.06518
RFXANK,0.06519
TMEM214,0.06521
ZNF436,0.06523
C15orf56,0.06524
HMCN1,0.06524
FIBIN,0.06526
HIVEP3,0.06527
MTHFD1L,0.06528
MROH1,0.06529
HES3,0.06529
MUC20,0.0653
NEK2,0.06532
SPAG9,0.06533
POR,0.06534
FEZF2,0.06535
TMEM136,0.06535
CHN2,0.06536
ADRA2B,0.06538
APCDD1,0.06546
SGSM1,0.06547
KCTD19,0.06548
LIPM,0.06548
NISCH,0.0655
AKR7A2,0.06551
COX18,0.06554
C15orf57,0.06556
COL6A1,0.06557
KDM3B,0.06558
SLC38A11,0.06561
TMEM17,0.06563
C9orf40,0.06567
PUM1,0.06567
RALGPS1,0.06569
RSU1,0.0657
LCMT2,0.06571
GM2A,0.06573
SLFNL1,0.06574
CLCN6,0.06575
TBC1D22B,0.06576
DENND1A,0.06577
CPQ,0.06579
NUAK2,0.06579
CYP11B2,0.0658
EMILIN1,0.06582
SULT1A2,0.06585
C12orf79,0.06586
FBLN5,0.06587
MGAT4C,0.06587
AGBL5,0.06589
PDE4DIP,0.0659
EYA3,0.06592
THBD,0.06595
MAPKBP1,0.06595
IL17B,0.06596
NUP214,0.06596
TMEM74,0.06597
UBAC2,0.066
TRIM4,0.066
GIMAP1,0.06601
DKK2,0.06601
CRAT,0.06602
ZNF746,0.06603
PRSS16,0.06604
IL6R,0.06606
KCNJ13,0.06607
VMAC,0.06608
CELA2B,0.0661
TFDP1,0.06612
PDE6B,0.06613
SCMH1,0.06616
EMP1,0.06616
SIRT5,0.06617
ZDHHC4,0.06622
FRMD1,0.06622
ALOX15,0.06623
DNAJC5G,0.06632
PNN,0.06632
TPR,0.06636
KHDC3L,0.06636
ZNF800,0.06639
ZC3HAV1,0.06642
NRM,0.06644
FOS,0.06644
CNDP1,0.06645
AMER2,0.06646
CSHL1,0.06647
PPP1R16A,0.06648
PHLDA3,0.06648
CLUH,0.06648
TTLL3,0.06648
MYL10,0.06649
ARFGEF1,0.06649
LDHAL6B,0.0665
SECISBP2L,0.06651
KRT6C,0.06653
ZNF662,0.06653
GLUD1,0.06655
TMEM190,0.06656
TMEM14A,0.0666
GDPD5,0.06661
CCL26,0.06664
GPATCH2L,0.06665
UNC5B,0.06667
ATP5G1,0.06668
KIF18A,0.06669
PTPLAD1,0.06674
MED28,0.06676
GRIN2A,0.06677
PCED1A,0.06677
DDHD1,0.06677
USP21,0.06679
CPT2,0.0668
PSMA3,0.06681
TMA7,0.06683
MMP14,0.06685
FOXS1,0.06685
DAGLB,0.06686
ZP4,0.06688
CAPN5,0.06688
SLC22A17,0.0669
KLF4,0.06691
ZNF550,0.06696
MAB21L2,0.06698
CBR4,0.06698
ZNF318,0.06701
TBRG1,0.06701
KRT74,0.06701
POM121C,0.06702
FAM177B,0.06703
HTR3B,0.06704
TOM1,0.06704
CHST13,0.06705
TUB,0.06706
TMEM117,0.06707
GFRA4,0.06709
L1TD1,0.06715
SFRP5,0.06716
IL10RB,0.06718
KSR2,0.06719
SIX1,0.06721
USHBP1,0.06722
FGB,0.06725
ZC3H10,0.06726
C1orf106,0.06728
DNAI2,0.06732
DTNBP1,0.06736
TMEM160,0.06737
CYB561,0.06739
FAM163A,0.0674
KIAA1211L,0.0674
MEPE,0.06741
CYP46A1,0.06742
PHKB,0.06747
MBD3,0.06748
TTC12,0.06748
LAT,0.06749
LMOD3,0.06749
IL33,0.06751
HN1L,0.06752
HSPB9,0.06753
PPP2R3C,0.06755
SGSM2,0.06756
UBE2O,0.06756
SPECC1,0.06761
ABHD8,0.06764
SOS1,0.06768
TUBGCP2,0.06769
FSIP1,0.06771
EVL,0.06772
TNS3,0.06778
DTX3L,0.06786
C2orf78,0.06788
TMEM64,0.06793
CST7,0.06797
COX8C,0.068
ILK,0.068
NUDT8,0.06803
MUM1,0.06806
GRIN2D,0.06808
EGLN2,0.06809
PEX11A,0.0681
SBK2,0.06811
GMIP,0.06811
NDE1,0.06813
GCNT3,0.06816
FIBP,0.06819
GP9,0.06821
ECT2L,0.06822
PPP1R13B,0.06823
RDH10,0.06829
POTEG,0.06831
MYO15A,0.06836
ZBTB10,0.06837
ALG3,0.06838
ZNF860,0.06838
KRTAP15-1,0.06841
PBLD,0.06842
ETFB,0.06846
DAND5,0.06846
ALX3,0.06847
MCM8,0.06848
CCNI2,0.06848
C1orf226,0.06853
PTF1A,0.06854
KRTAP12-1,0.06854
FAM19A4,0.06855
C16orf97,0.06858
XPO1,0.06859
KLB,0.06864
TOPBP1,0.06864
FAM110C,0.06865
ZNF445,0.06873
KCNE2,0.06875
PCDHGA10,0.06875
LRRIQ4,0.06875
TIGIT,0.06875
SNX8,0.06875
PLOD1,0.06877
MFSD1,0.06881
ENTPD3,0.06881
TSHZ1,0.06882
UBN1,0.06882
MRGPRX4,0.0689
CCDC106,0.06891
FAM160A2,0.06891
TSHB,0.06896
P4HA3,0.06897
SPSB1,0.06901
POMT2,0.06901
EMID1,0.06901
SLC25A44,0.06901
APOL2,0.06902
FAM135B,0.06903
MYF5,0.06905
GAB1,0.06905
CLIP2,0.06907
RELB,0.06909
RNASE11,0.06909
VWA2,0.06912
GUCA1B,0.06913
PDE8B,0.06917
KIRREL2,0.06917
CYP2A13,0.0692
CPZ,0.0692
TRPM1,0.06921
TCEB3B,0.06921
SNURF,0.06924
GALNT11,0.06925
PHC3,0.06927
ADAMTS16,0.06927
CIZ1,0.06928
PHF7,0.06928
IL17RE,0.06928
SNIP1,0.06933
SOX6,0.06936
PIWIL3,0.06938
SH3GLB2,0.06938
MCU,0.06939
PODNL1,0.0694
DNAH7,0.06942
TSPAN11,0.06943
LRRC73,0.06943
EFCAB5,0.06947
TMEM221,0.06947
SLC5A10,0.06949
CLPX,0.0695
ARMC2,0.06951
UGT2B28,0.06952
MCM3AP,0.06953
C20orf173,0.06953
STK32B,0.06955
TNXB,0.06956
TMX4,0.06957
GSTA1,0.0696
C9orf9,0.06961
OSCP1,0.06963
VSIG10,0.06964
MYOG,0.06969
SENP6,0.06969
SLC1A6,0.06969
KCNJ11,0.06969
SNRPD2,0.0697
FAM193B,0.0697
DPP7,0.06971
EFNA5,0.06978
CHRM5,0.06978
YDJC,0.06988
SLC13A2,0.06988
AES,0.06989
HAND1,0.0699
GPR142,0.06991
NPAS4,0.06991
TBC1D7,0.06992
SAMD4B,0.06995
PANK3,0.06995
CNOT2,0.06995
HLX,0.06995
ETF1,0.07
IAPP,0.07012
METTL20,0.07012
PTX4,0.07018
GPR19,0.07019
AIG1,0.07021
GDE1,0.07022
HTR1F,0.0703
GPR35,0.0703
SLC11A1,0.07031
SH3BGRL3,0.07034
SYF2,0.07035
HPCA,0.07037
TGM5,0.07037
IGSF10,0.07037
IL4R,0.07039
HIST1H2AB,0.07042
RFTN2,0.07043
ZNF843,0.07047
CNIH4,0.07047
ISM2,0.07049
CRLF3,0.07055
MYO7A,0.07056
LRRC45,0.07058
LEMD3,0.07058
MYOM3,0.07064
FOXG1,0.07065
WNT11,0.07067
ANAPC11,0.07068
NMU,0.07071
MBNL2,0.07072
KAT2B,0.07073
SEC16B,0.07074
TCERG1,0.07074
GABRP,0.07079
HPS4,0.07083
LRRFIP2,0.07085
NUCB1,0.07087
REV1,0.07089
MARCH8,0.0709
CHST6,0.07093
R3HDML,0.07095
TBP,0.07096
C2orf71,0.07097
KCNMA1,0.071
NOS1AP,0.07102
CDK19,0.07103
DLEC1,0.07103
SYVN1,0.0711
CFDP1,0.07111
TRPC7,0.07112
C11orf70,0.07113
CLEC5A,0.07113
RUFY2,0.07113
SOD3,0.07114
FAM20B,0.07114
TMEM260,0.07114
WDFY3,0.07119
EHD2,0.07119
CHMP2A,0.07122
SETX,0.07122
GPR135,0.07123
ATP6V1C2,0.07126
PDILT,0.07126
ZDHHC1,0.0713
TEAD4,0.07132
LRRC43,0.07133
KLF13,0.07134
CETN3,0.07137
CDKN1C,0.0714
WDR19,0.07142
ZMYM2,0.07142
TRAF3IP3,0.07142
CDK2AP2,0.07145
ZFPL1,0.07148
EPHB3,0.07149
MTMR3,0.07152
PTCRA,0.07153
HCN4,0.07153
ZNF506,0.07159
LALBA,0.0716
HDAC2,0.0716
PNPLA7,0.07161
AMMECR1L,0.07162
MIEN1,0.07169
NEU2,0.0717
PRRT4,0.07173
ERMAP,0.07178
FBXW8,0.07179
MIEF2,0.07179
IMPA2,0.0718
THEGL,0.07181
KATNAL1,0.07184
PTPN5,0.07184
TCP11L2,0.07185
GK5,0.07188
C1QTNF9,0.07188
ASIC2,0.07189
GRAMD1B,0.07194
OGDHL,0.07197
ZNF546,0.07197
PITPNM2,0.07198
CCL2,0.07199
COL24A1,0.07205
GABRR2,0.07206
HIST1H1T,0.07207
ZNF184,0.07209
CBR1,0.07211
NEDD1,0.07211
PRPF4,0.07212
FUT6,0.07215
DENND3,0.07218
VPS36,0.07219
PDCD6,0.0722
TXNDC2,0.0722
ATCAY,0.0722
MYCBP,0.07221
PPAT,0.07221
CSF2,0.07224
GAA,0.07225
DPPA2,0.07225
TMEM18,0.07225
ARMS2,0.07226
MLXIPL,0.07226
ENOSF1,0.07227
ACBD3,0.07228
NFE2L1,0.0723
IFT80,0.07235
CYP4A22,0.07235
FRG2C,0.07237
KCNJ8,0.07244
PRKD2,0.07247
ATP7B,0.07249
GJB3,0.0725
UBQLN1,0.07252
CNR2,0.07255
FRS2,0.07255
ACO2,0.07258
AAK1,0.07261
MS4A4A,0.07262
PRPF40A,0.07263
MAF,0.07263
UGT2A2,0.07264
USP13,0.07265
NR5A2,0.07271
PARVA,0.07275
SF3B2,0.07277
ANXA11,0.0728
PPP1R14A,0.0728
SIN3A,0.07281
EDNRA,0.07283
LOXL1,0.07289
HSBP1,0.07292
YBX2,0.07297
ADAR,0.07302
SLC35E3,0.07305
PDGFD,0.07305
CNTN5,0.07306
GPR3,0.07308
DACT3,0.07311
HOXD10,0.07312
DYNC1LI2,0.07313
ELFN2,0.07315
IL17A,0.0732
SMARCC2,0.07321
GNPNAT1,0.07321
VAV2,0.07324
ZNF207,0.07328
MCAM,0.07338
FFAR1,0.07343
FAM159B,0.07347
ATG16L1,0.07348
ICAM1,0.07349
TCAP,0.07349
PC,0.0735
PRLHR,0.0735
CNOT3,0.0735
NTRK2,0.07353
ZNF737,0.07353
ABHD17B,0.07354
ZCCHC17,0.07355
NACC1,0.07356
MKL2,0.07356
XPR1,0.07359
EVC,0.0736
OBSL1,0.07369
LEP,0.07371
TACC2,0.07372
CRYM,0.07376
PIGY,0.07377
KAT6B,0.0738
ATXN7L3,0.07386
DEAF1,0.07387
COL6A2,0.07388
MED8,0.07389
CREBBP,0.0739
CD36,0.07392
TRPV2,0.07393
RSC1A1,0.07393
TDRP,0.07395
NAA40,0.074
SYNE3,0.07402
BTN3A3,0.07406
CEP250,0.07408
CENPV,0.0741
CD209,0.07413
SUOX,0.07415
WFIKKN1,0.07418
CST9L,0.07421
GABPB2,0.07422
TMSB10,0.07424
ZNF679,0.07427
MT1M,0.07431
PPM1A,0.07432
AGTRAP,0.07432
KLHL20,0.07434
PCTP,0.07436
ACIN1,0.07436
ALG10,0.07436
CDKN2AIPNL,0.07441
HFE2,0.07445
KLF9,0.07448
C5orf38,0.07449
TMEM170A,0.0745
PTRH1,0.07452
DDO,0.07453
WDYHV1,0.07454
MEGF9,0.07454
UGGT2,0.07455
CCDC166,0.07455
KRTAP13-1,0.07457
AVPR1A,0.07458
GPRC5B,0.07464
AADAT,0.07468
OPRL1,0.07471
XKR7,0.07471
COL9A1,0.07473
LPAR5,0.07474
TDRKH,0.07474
PLA2G4F,0.07477
SLC6A1,0.07478
FOLH1,0.07479
DNAAF3,0.07481
DAPK2,0.07483
MANF,0.07484
ZNF606,0.07486
MOV10,0.07487
LIPJ,0.07487
NLRP12,0.07487
SAP25,0.07488
FAM159A,0.07489
TRAF1,0.07489
HIST1H2BI,0.07489
KCNJ15,0.07491
INSL6,0.07492
POMT1,0.075
BTG4,0.075
PPM1J,0.07502
CRYAA,0.07503
CTRC,0.07508
ANAPC4,0.07508
NAV1,0.07508
WBP11,0.07508
ADAM22,0.0751
NUP210,0.07512
DCDC2B,0.07513
SRPK2,0.07514
ZNF716,0.07515
RXFP2,0.07515
HAUS5,0.07518
GSTA4,0.07518
PRPF3,0.07521
C21orf91,0.07522
CCSAP,0.07522
IMPG2,0.07522
RBKS,0.07523
NME5,0.07524
CCDC182,0.07525
NOXO1,0.0753
TXNDC11,0.07531
PIGF,0.07532
RHOBTB3,0.07532
RIT1,0.07532
TUSC3,0.07534
L3HYPDH,0.07537
FBP1,0.07538
HRH2,0.07538
IL17RC,0.0754
THAP6,0.07541
DBN1,0.07541
ALDH3A2,0.07542
NHLRC1,0.07544
CR1L,0.07544
STBD1,0.07549
RBP4,0.0755
CAMK2N2,0.07552
ERP27,0.07553
ATAD2,0.07554
CC2D1B,0.07563
TMEM123,0.07563
SCARF1,0.07563
GOLGA7B,0.07568
WNT16,0.07572
HYDIN,0.07573
ZNF579,0.07577
FOXC2,0.07577
GATAD2B,0.07578
RAB20,0.07579
CDC42EP2,0.07581
ZNF696,0.07583
ST8SIA5,0.07587
APMAP,0.07589
YRDC,0.0759
WNT2,0.07591
PHF19,0.07592
F2RL2,0.07596
ACAA1,0.07597
LPAR2,0.07598
C8orf58,0.07598
C19orf57,0.07598
INTS8,0.07601
PDCL3,0.07601
BAZ1A,0.07605
C16orf46,0.07606
TMEM105,0.07606
ANO6,0.07609
B3GNT4,0.07611
GLS2,0.07613
KBTBD6,0.07614
FAM195A,0.07616
ANKRD33B,0.07622
GPR125,0.07623
GAS1,0.07623
USP28,0.07624
ALDH6A1,0.07628
TGIF2-C20orf24,0.07629
AOC1,0.0763
FNDC1,0.07634
PTN,0.07638
KRT9,0.07639
BRDT,0.0764
CEP290,0.0764
HDAC7,0.07641
FAM222A,0.07641
NT5M,0.07647
AP2B1,0.07647
MARK3,0.07649
GCNT1,0.07652
SYNGAP1,0.0766
CADM1,0.07663
NPHP1,0.07663
DFFA,0.07672
RTN4RL2,0.07675
ZNF142,0.07681
KANSL3,0.07681
DTWD2,0.07686
CXCL11,0.07687
SLC13A4,0.07689
DOCK5,0.0769
MAN2C1,0.0769
SMIM14,0.07696
ANKRD35,0.07696
SPINT2,0.07703
TAS1R2,0.07705
GPR78,0.07708
REV3L,0.0771
RCAN2,0.0771
CYP2C18,0.07715
DOK1,0.07717
MTBP,0.07717
PCSK9,0.07717
ARID3A,0.07726
VSX2,0.07728
PQLC3,0.07729
DHX34,0.07738
NUDT7,0.07747
NPB,0.07752
B3GALT1,0.07754
TACR1,0.07759
NYAP1,0.07761
STX18,0.07762
HOXC6,0.07766
ZNF689,0.07772
TNIP1,0.07774
FST,0.07777
C17orf102,0.07778
KCNK2,0.07779
DEFB118,0.07781
RBBP9,0.07786
PTPRR,0.07791
YPEL3,0.07792
CNTF,0.07793
LIN7C,0.07795
UACA,0.07796
SPATA18,0.078
FAM26F,0.07802
RORB,0.07802
RPH3AL,0.07803
GTF2IRD1,0.07804
NDFIP1,0.07804
TMEM116,0.07805
GIN1,0.07806
TOMM7,0.07812
XIRP1,0.07812
PRRC1,0.07813
NKAIN1,0.07813
CDC20B,0.07816
NRDE2,0.07816
NRARP,0.07816
UBA6,0.07817
FAM227B,0.07818
TMEM177,0.07822
NICN1,0.07829
PGBD4,0.0783
CLDN25,0.0783
GSTM4,0.07832
NEK8,0.07836
ANKRD31,0.07838
RALBP1,0.07838
SENP7,0.07839
P2RX3,0.07839
STAT5A,0.07839
TENM4,0.07844
CTTN,0.07844
FEM1A,0.07855
CES4A,0.07858
FZD8,0.0786
CHAC1,0.07863
ZNF780B,0.07864
AMN,0.07864
ALKBH1,0.07867
C12orf54,0.07868
MCF2L2,0.07869
USP20,0.0787
VAV1,0.07879
EPHX2,0.07882
FN1,0.07882
TNFSF11,0.07888
FUT9,0.07889
ANO5,0.0789
ANP32D,0.07891
FITM1,0.07895
SRPR,0.07902
PRKAR1B,0.07902
ETAA1,0.07908
CHRNG,0.07912
ZNF878,0.07915
GAD2,0.07915
TFPT,0.07915
NFIB,0.07915
CSPP1,0.07917
KIAA1279,0.07919
NUP160,0.07921
TM2D2,0.07926
CENPT,0.07927
PLIN3,0.07929
TRIM58,0.07929
UGT1A10,0.07931
PCDHB10,0.07933
ID4,0.07935
TRIM45,0.0794
DCT,0.07941
ECE2,0.07942
ACBD6,0.07946
AMIGO3,0.07946
NSD1,0.07947
TMEM53,0.07949
ERCC5,0.0795
UBALD1,0.07951
STEAP4,0.07956
UGT2B15,0.07956
RAB30,0.0796
FOXL2,0.07962
POU5F2,0.07962
FUBP1,0.07963
HCLS1,0.07969
ZNF785,0.07969
NPL,0.07969
FBXL2,0.07981
PRRT3,0.07981
FAM46C,0.07981
MMP20,0.07988
TST,0.07994
SYT12,0.07998
RRNAD1,0.07999
CABIN1,0.08
IRS2,0.08006
ABI1,0.08009
HELZ,0.08013
FAM160A1,0.08013
ZFYVE9,0.08014
TCTE1,0.08014
SNX19,0.08014
COLCA2,0.08019
PTPRB,0.08019
FGD2,0.08021
SLC30A3,0.08022
PSRC1,0.08023
USP18,0.08028
SH2D7,0.0803
WDR86,0.0803
CEP78,0.08031
PLB1,0.08033
CRHBP,0.08033
PCDH8,0.08038
RBM47,0.08038
SMOC1,0.08038
RHPN1,0.0804
UBL4B,0.0804
CALY,0.08043
AASDH,0.08043
DCP2,0.08044
ZNF114,0.08045
RHBDF2,0.08046
C15orf53,0.08046
SAP18,0.08046
RPS6KA1,0.0805
GALM,0.08051
KLK13,0.08053
MOK,0.08053
CDKN2AIP,0.08055
CHCHD1,0.08057
FOXRED2,0.08059
CABP4,0.08061
SPAG6,0.08063
CHGB,0.08065
COPS8,0.08066
CALCR,0.0807
REG3A,0.08078
ACAD8,0.08078
FRZB,0.08078
ABCC8,0.08081
CPPED1,0.08082
KRTAP23-1,0.08083
ZNF84,0.08084
LCE1B,0.08084
KHDC1L,0.08085
PLIN2,0.08086
PTGER2,0.0809
TNIP2,0.08101
URGCP,0.08103
GRK6,0.08103
PURA,0.08106
CRYBB3,0.08109
SCAND1,0.08111
SMIM22,0.08111
IBTK,0.08117
RSPH10B2,0.08119
ADRM1,0.0812
TIRAP,0.08122
TNFSF9,0.08123
ARL15,0.08124
DSCAM,0.08125
PARP10,0.08128
KIFC3,0.08128
TMEM174,0.08134
GPSM2,0.08135
